InventoryId,Sum of BeginOnHand,Sum of EndOnHand,LowInvFlag,Sum of Purch_Agg.TotalPurchase$,Sum of Purch_Agg.TotalPurchaseQty,Sum of Sales_Agg.TotalSales$,Sum of Sales_Agg.TotalSalesQty,Purch_Agg.AvgPurchasePrice,Inventory Variance
2_ASHBORNE_41372,4,15,0,350.28,36,29.98,2,9.73,11
2_ASHBORNE_41405,15,11,0,470.4,48,164.89,11,9.8,-4
2_ASHBORNE_4141,1,197,0,255.6,360,0.99,1,0.71,196
2_ASHBORNE_4145,26,9,1,304.32,24,101.94,6,12.68,-17
2_ASHBORNE_4149,18,67,0,174,150,10.43,7,1.16,49
2_ASHBORNE_415,33,29,0,1460.48,112,83.96,4,13.04,-4
2_ASHBORNE_4150,5,2,1,,,11.99,1,,-3
2_ASHBORNE_4152,17,12,0,176.25,47,23.96,4,3.75,-5
2_ASHBORNE_4153,13,12,0,1361.78,142,239.8,20,9.59,-1
2_ASHBORNE_41530,15,16,0,1109.6,190,49.95,5,5.84,1
2_ASHBORNE_41537,8,9,1,866.88,48,27.99,1,18.06,1
2_ASHBORNE_41546,10,17,0,903.64,164,88.9,10,5.51,7
2_ASHBORNE_4157,46,40,0,511.92,711,60.39,61,0.72,-6
2_ASHBORNE_41605,8,5,1,,,0,0,,-3
2_ASHBORNE_41711,23,37,0,463.68,144,89.82,18,3.22,14
2_ASHBORNE_41712,19,35,0,393.6,120,59.88,12,3.28,16
2_ASHBORNE_41713,16,32,0,450.8,140,54.89,11,3.22,16
2_ASHBORNE_41714,27,37,0,698.74,217,99.8,20,3.22,10
2_ASHBORNE_4174,5,23,0,2331.72,108,218.92,8,21.59,18
2_ASHBORNE_41751,18,87,0,1413.6,228,0,0,6.2,69
2_ASHBORNE_41759,13,7,1,386.24,71,39.95,5,5.44,-6
2_ASHBORNE_4176,3,3,1,288.72,36,27.98,2,8.02,0
2_ASHBORNE_4178,2,2,1,410.3,55,0,0,7.46,0
2_ASHBORNE_41787,14,12,0,758.88,36,39.99,1,21.08,-2
2_ASHBORNE_4179,5,10,1,635.88,42,47.98,2,15.14,5
2_ASHBORNE_4181,11,10,1,1911.48,204,107.91,9,9.37,-1
2_ASHBORNE_41827,17,15,0,481.44,59,83.93,7,8.16,-2
2_ASHBORNE_4187,11,13,0,1066.55,83,119.94,6,12.85,2
2_ASHBORNE_4192,0,10,1,180.36,12,0,0,15.03,10
2_ASHBORNE_4194,20,17,0,1431.48,151,64.95,5,9.48,-3
2_ASHBORNE_4195,12,14,0,311.4,36,54.95,5,8.65,2
2_ASHBORNE_4196,15,21,0,537.12,72,13.99,1,7.46,6
2_ASHBORNE_41965,22,19,0,467.04,48,30.98,2,9.73,-3
2_ASHBORNE_4197,17,12,0,313.68,24,16.99,1,13.07,-5
2_ASHBORNE_4198,47,100,0,6146.01,351,424.83,17,17.51,53
2_ASHBORNE_4199,11,17,0,3739.32,221,206.91,9,16.92,6
2_ASHBORNE_4201,16,13,0,506.15,53,142.89,11,9.55,-3
2_ASHBORNE_4204,16,14,0,534.06,69,0,0,7.74,-2
2_ASHBORNE_42099,8,9,1,1607.4,141,175.92,8,11.4,1
2_ASHBORNE_42117,10,6,1,,,14.49,1,,-4
2_ASHBORNE_42122,20,13,0,566.25,125,0,0,4.53,-7
2_ASHBORNE_4215,0,15,0,465.6,24,0,0,19.4,15
2_ASHBORNE_4216,0,9,1,203.04,12,0,0,16.92,9
2_ASHBORNE_4218,12,162,0,3816.1,310,50.97,3,12.31,150
2_ASHBORNE_42188,70,0,1,17107.03,503,659.88,12,34.01,-70
2_ASHBORNE_4222,12,12,0,1941.57,243,13.99,1,7.99,0
2_ASHBORNE_4223,26,20,0,3148.12,211,47.98,2,14.92,-6
2_ASHBORNE_4224,16,15,0,1338.48,117,184.89,11,11.44,-1
2_ASHBORNE_4225,59,19,0,6852.01,373,674.73,27,18.37,-40
2_ASHBORNE_42255,9,5,1,571.55,35,124.95,5,16.33,-4
2_ASHBORNE_4226,12,13,0,1996.8,260,265.81,19,7.68,1
2_ASHBORNE_4228,5,9,1,352.8,24,0,0,14.7,4
2_ASHBORNE_4229,9,10,1,676.2,46,23.99,1,14.7,1
2_ASHBORNE_4233,5,8,1,1369.38,174,117.9,10,7.87,3
2_ASHBORNE_4234,13,11,0,551.31,69,13.99,1,7.99,-2
2_ASHBORNE_4235,0,73,0,726.72,96,0,0,7.57,73
2_ASHBORNE_42350,16,20,0,1062.27,99,0,0,10.73,4
2_ASHBORNE_4237,0,51,0,91.2,120,0,0,0.76,51
2_ASHBORNE_4239,4,3,1,802.42,53,65.97,3,15.14,-1
2_ASHBORNE_4241,71,21,0,529.2,360,77.61,39,1.47,-50
2_ASHBORNE_42413,11,15,0,432.16,74,36.97,3,5.84,4
2_ASHBORNE_42420,17,12,0,331.2,72,62.91,9,4.6,-5
2_ASHBORNE_42421,35,57,0,371.52,48,11.99,1,7.74,22
2_ASHBORNE_42422,148,103,0,1693.44,216,70.95,5,7.84,-45
2_ASHBORNE_4243,156,100,0,10490.76,724,303.86,14,14.49,-56
2_ASHBORNE_4244,0,1,1,521.52,53,0,0,9.84,1
2_ASHBORNE_4245,24,13,0,3544.71,447,41.97,3,7.93,-11
2_ASHBORNE_4246,16,26,0,806.02,191,85.88,12,4.22,10
2_ASHBORNE_42462,5,12,0,1612.26,234,75.93,7,6.89,7
2_ASHBORNE_4247,10,31,0,575.28,72,41.97,3,7.99,21
2_ASHBORNE_4249,30,14,0,374.04,36,59.96,4,10.39,-16
2_ASHBORNE_4250,3,6,1,833.1,30,69.98,2,27.77,3
2_ASHBORNE_4251,0,56,0,93.6,120,0,0,0.78,56
2_ASHBORNE_4254,0,7,1,1405.8,60,0,0,23.43,7
2_ASHBORNE_4256,0,5,1,268.56,12,0,0,22.38,5
2_ASHBORNE_4257,0,83,0,180.95,235,0,0,0.77,83
2_ASHBORNE_42579,17,17,0,672.59,103,89.91,9,6.53,0
2_ASHBORNE_4258,12,5,1,352.8,48,0,0,7.35,-7
2_ASHBORNE_426,47,20,0,301.92,48,23.97,3,6.29,-27
2_ASHBORNE_4261,296,292,0,53441.85,3305,5871.33,267,16.17,-4
2_ASHBORNE_4262,42,21,0,4923.6,440,434.71,29,11.19,-21
2_ASHBORNE_4263,8,1,1,159.24,12,33.98,2,13.27,-7
2_ASHBORNE_4264,17,25,0,1937.04,168,150.91,9,11.53,8
2_ASHBORNE_42642,16,9,1,197.04,24,59.95,5,8.21,-7
2_ASHBORNE_4265,10,19,0,1371.16,166,98.91,9,8.26,9
2_ASHBORNE_4267,14,12,0,1796.3,115,239.9,10,15.62,-2
2_ASHBORNE_4268,16,42,0,1752,96,114.95,5,18.25,26
2_ASHBORNE_4269,18,22,0,2056.06,223,350.73,27,9.22,4
2_ASHBORNE_4270,15,12,0,298.31,23,0,0,12.97,-3
2_ASHBORNE_42735,10,10,1,194.4,24,23.98,2,8.1,0
2_ASHBORNE_4276,0,3,1,429.12,18,0,0,23.84,3
2_ASHBORNE_42764,30,90,0,3440.85,565,520.97,47,6.09,60
2_ASHBORNE_42765,41,29,0,473.85,81,11.99,1,5.85,-12
2_ASHBORNE_42766,39,92,0,1749.15,299,236.76,20,5.85,53
2_ASHBORNE_4277,0,13,0,332.28,71,0,0,4.68,13
2_ASHBORNE_4278,17,17,0,904.4,95,35.97,3,9.52,0
2_ASHBORNE_4280,21,6,1,655.9,35,23.99,1,18.74,-15
2_ASHBORNE_4282,38,10,1,,,29.98,2,,-28
2_ASHBORNE_4283,3,25,0,2297.44,166,179.91,9,13.84,22
2_ASHBORNE_42874,100,33,0,546.24,48,42.94,2,11.38,-67
2_ASHBORNE_42881,101,58,0,278.32,71,265.62,38,3.92,-43
2_ASHBORNE_4291,26,16,0,613.01,59,168.87,13,10.39,-10
2_ASHBORNE_4294,13,11,0,562.08,48,29.98,2,11.71,-2
2_ASHBORNE_42948,17,12,0,492.48,72,71.94,6,6.84,-5
2_ASHBORNE_4296,28,5,1,2889.19,311,505.61,39,9.29,-23
2_ASHBORNE_4298,0,0,1,88.8,120,0,0,0.74,0
2_ASHBORNE_4299,40,31,0,,,0,0,,-9
2_ASHBORNE_4303,16,11,0,559.68,96,87.89,11,5.83,-5
2_ASHBORNE_43129,12,7,1,560.19,71,44.97,3,7.89,-5
2_ASHBORNE_4313,4,6,1,3126.62,161,236.92,8,19.42,2
2_ASHBORNE_4317,20,13,0,,,0,0,,-7
2_ASHBORNE_4320,3,0,1,1260.7,35,211.96,4,36.02,-3
2_ASHBORNE_43223,54,16,0,5188.75,875,344.33,31,5.93,-38
2_ASHBORNE_43225,22,14,0,1737.55,95,35.99,1,18.29,-8
2_ASHBORNE_43245,7,13,0,546.97,83,109.89,11,6.59,6
2_ASHBORNE_4327,13,12,0,355.44,24,19.99,1,14.81,-1
2_ASHBORNE_43292,7,18,0,752.84,116,59.94,6,6.49,11
2_ASHBORNE_4330,29,29,0,5176.71,249,357.87,13,20.79,0
2_ASHBORNE_43308,18,0,1,165.36,24,35.97,3,6.89,-18
2_ASHBORNE_4334,5,5,1,306.48,12,39.99,1,25.54,0
2_ASHBORNE_43359,11,6,1,324.24,12,0,0,27.02,-5
2_ASHBORNE_43362,12,18,0,827.16,12,199.9,2,68.93,6
2_ASHBORNE_43365,18,12,0,434.07,63,0,0,6.89,-6
2_ASHBORNE_4340,0,9,1,467.95,49,0,0,9.55,9
2_ASHBORNE_4343,15,10,1,698.76,108,59.94,6,6.47,-5
2_ASHBORNE_43434,14,12,0,919.22,59,49.98,2,15.58,-2
2_ASHBORNE_4344,0,2,1,128.52,12,0,0,10.71,2
2_ASHBORNE_4345,4,4,1,374.88,24,19.99,1,15.62,0
2_ASHBORNE_4346,23,18,0,1090.7,130,0,0,8.39,-5
2_ASHBORNE_4349,6,12,0,581.28,48,95.94,6,12.11,6
2_ASHBORNE_435,5,20,0,1828.97,143,0,0,12.79,15
2_ASHBORNE_4351,15,12,0,558,36,68.97,3,15.5,-3
2_ASHBORNE_43542,0,8,1,469.04,44,0,0,10.66,8
2_ASHBORNE_4359,11,18,0,2166.51,281,188.86,14,7.71,7
2_ASHBORNE_43590,2,18,0,1662.6,163,125.93,7,10.2,16
2_ASHBORNE_43618,8,21,0,564.48,72,181.86,14,7.84,13
2_ASHBORNE_4363,9,6,1,854.28,36,65.98,2,23.73,-3
2_ASHBORNE_4365,0,92,0,87.6,120,0,0,0.73,92
2_ASHBORNE_4366,0,8,1,533.16,36,0,0,14.81,8
2_ASHBORNE_4368,15,15,0,5451.48,228,713.79,21,23.91,0
2_ASHBORNE_4370,11,29,0,620.88,78,101.92,8,7.96,18
2_ASHBORNE_43788,12,4,1,816.24,24,54.99,1,34.01,-8
2_ASHBORNE_43798,11,9,1,232.2,36,29.97,3,6.45,-2
2_ASHBORNE_438,5,6,1,1328.08,104,18.99,1,12.77,1
2_ASHBORNE_4380,26,39,0,910.56,84,55.96,4,10.84,13
2_ASHBORNE_43809,14,14,0,2207.52,378,96.92,8,5.84,0
2_ASHBORNE_4382,14,14,0,1064.88,102,0,0,10.44,0
2_ASHBORNE_4385,8,7,1,1356.28,82,174.93,7,16.54,-1
2_ASHBORNE_4386,6,6,1,824.16,24,89.98,2,34.34,0
2_ASHBORNE_43872,8,17,0,1316.64,104,79.96,4,12.66,9
2_ASHBORNE_43877,15,9,1,423.36,24,31.99,1,17.64,-6
2_ASHBORNE_4390,4,6,1,799.92,24,45.99,1,33.33,2
2_ASHBORNE_43922,0,0,1,71.88,12,0,0,5.99,0
2_ASHBORNE_43923,0,0,1,,,0,0,,0
2_ASHBORNE_4402,0,12,0,523.68,12,0,0,43.64,12
2_ASHBORNE_44035,5,8,1,410.4,60,69.93,7,6.84,3
2_ASHBORNE_44037,12,20,0,714.78,209,88.06,14,3.42,8
2_ASHBORNE_44038,11,66,0,1681.82,287,98.91,9,5.86,55
2_ASHBORNE_4404,22,8,1,306.72,71,37.94,6,4.32,-14
2_ASHBORNE_44041,8,7,1,319.62,42,91.92,8,7.61,-1
2_ASHBORNE_44072,7,9,1,939.9,130,13.99,1,7.23,2
2_ASHBORNE_4410,8,8,1,650.26,82,39.96,4,7.93,0
2_ASHBORNE_4412,5,9,1,1035.88,76,17.99,1,13.63,4
2_ASHBORNE_4413,40,20,0,190.08,132,3.98,2,1.44,-20
2_ASHBORNE_4414,4,15,0,991.25,125,69.93,7,7.93,11
2_ASHBORNE_44145,15,16,0,487.2,84,98.89,11,5.8,1
2_ASHBORNE_44148,14,1,1,107.18,23,34.95,5,4.66,-13
2_ASHBORNE_4416,8,12,0,975.36,127,119.88,12,7.68,4
2_ASHBORNE_4418,0,3,1,174,6,0,0,29,3
2_ASHBORNE_44208,33,29,0,3142.65,287,72.97,3,10.95,-4
2_ASHBORNE_44217,15,8,1,251.85,23,95.94,6,10.95,-7
2_ASHBORNE_44228,31,30,0,1213.03,217,32.47,3,5.59,-1
2_ASHBORNE_44233,14,16,0,752.4,110,129.87,13,6.84,2
2_ASHBORNE_44234,9,19,0,567,60,104.93,7,9.45,10
2_ASHBORNE_4429,23,4,1,2734.98,158,251.89,11,17.31,-19
2_ASHBORNE_443,9,9,1,1858.2,76,37.99,1,24.45,0
2_ASHBORNE_4431,11,8,1,133.2,12,0,0,11.1,-3
2_ASHBORNE_44334,9,11,0,2054.08,262,443.63,37,7.84,2
2_ASHBORNE_44337,9,19,0,506.4,60,90.93,7,8.44,10
2_ASHBORNE_44340,5,13,0,415.48,47,64.95,5,8.84,8
2_ASHBORNE_44362,20,16,0,852.48,128,65.94,6,6.66,-4
2_ASHBORNE_4437,35,62,0,10894.72,464,439.89,11,23.48,27
2_ASHBORNE_4438,12,1,1,521.85,71,59.94,6,7.35,-11
2_ASHBORNE_4447,23,27,0,495.12,24,0,0,20.63,4
2_ASHBORNE_44494,34,58,0,927,206,17.98,2,4.5,24
2_ASHBORNE_4450,4,5,1,388.71,21,0,0,18.51,1
2_ASHBORNE_44511,20,13,0,1860.04,196,234.82,14,9.49,-7
2_ASHBORNE_44547,12,17,0,1625.4,36,139.98,2,45.15,5
2_ASHBORNE_44708,8,8,1,180.72,24,51.96,4,7.53,0
2_ASHBORNE_44712,19,12,0,1089.41,79,239.88,12,13.79,-7
2_ASHBORNE_44717,6,8,1,1616.24,178,103.94,6,9.08,2
2_ASHBORNE_44719,9,3,1,1378,200,107.9,10,6.89,-6
2_ASHBORNE_44733,10,17,0,176.46,34,15.98,2,5.19,7
2_ASHBORNE_44734,4,15,0,326.4,60,15.98,2,5.44,11
2_ASHBORNE_4478,11,6,1,1718.31,127,107.94,6,13.53,-5
2_ASHBORNE_4480,13,3,1,466.24,47,42.97,3,9.92,-10
2_ASHBORNE_4482,0,4,1,176.4,6,0,0,29.4,4
2_ASHBORNE_44828,16,10,1,533.2,62,134.91,9,8.6,-6
2_ASHBORNE_4483,26,9,1,115.8,60,4.98,2,1.93,-17
2_ASHBORNE_44838,11,5,1,,,0,0,,-6
2_ASHBORNE_44854,8,14,0,1273.32,36,57.99,1,35.37,6
2_ASHBORNE_4488,8,7,1,96.24,12,10.99,1,8.02,-1
2_ASHBORNE_4491,0,4,1,685.44,36,0,0,19.04,4
2_ASHBORNE_4494,27,21,0,114.6,12,50.97,3,9.55,-6
2_ASHBORNE_4498,0,5,1,342.72,12,0,0,28.56,5
2_ASHBORNE_450,5,8,1,702.72,36,74.97,3,19.52,3
2_ASHBORNE_4502,6,6,1,1422.96,88,153.93,7,16.17,0
2_ASHBORNE_4513,4,4,1,1054.5,30,224.95,5,35.15,0
2_ASHBORNE_4521,7,3,1,566.44,34,124.95,5,16.66,-4
2_ASHBORNE_4522,3,11,0,583.48,58,57.96,4,10.06,8
2_ASHBORNE_4524,7,3,1,,,27.49,1,,-4
2_ASHBORNE_45240,11,10,1,239.76,24,16.99,1,9.99,-1
2_ASHBORNE_4528,2,3,1,961.74,9,0,0,106.86,1
2_ASHBORNE_45322,12,13,0,265.62,57,44.95,5,4.66,1
2_ASHBORNE_45332,10,14,0,215.74,46,27.96,4,4.69,4
2_ASHBORNE_45333,6,17,0,223.72,47,31.96,4,4.76,11
2_ASHBORNE_4540,0,6,1,272.64,12,0,0,22.72,6
2_ASHBORNE_45460,8,21,0,888.08,136,199.8,20,6.53,13
2_ASHBORNE_45496,6,8,1,560.74,106,116.87,13,5.29,2
2_ASHBORNE_4550,50,30,0,357.12,36,38.97,3,9.92,-20
2_ASHBORNE_45525,8,10,1,543.72,92,21.98,2,5.91,2
2_ASHBORNE_45535,21,16,0,315.36,48,32.97,3,6.57,-5
2_ASHBORNE_45599,11,16,0,281.28,24,33.98,2,11.72,5
2_ASHBORNE_45600,4,8,1,439.8,60,54.95,5,7.33,4
2_ASHBORNE_4563,12,12,0,1359.68,112,222.87,13,12.14,0
2_ASHBORNE_45647,5,17,0,233.64,36,0,0,6.49,12
2_ASHBORNE_4565,14,9,1,322.08,48,9.49,1,6.71,-5
2_ASHBORNE_45752,16,13,0,385.27,59,11.99,1,6.53,-3
2_ASHBORNE_45769,0,7,1,478.8,72,0,0,6.65,7
2_ASHBORNE_4582,0,2,1,700.56,24,0,0,29.19,2
2_ASHBORNE_45822,27,60,0,2411.13,449,158.84,16,5.37,33
2_ASHBORNE_45831,7,9,1,275.52,24,67.96,4,11.48,2
2_ASHBORNE_45848,24,8,1,974.61,147,37.93,3,6.63,-16
2_ASHBORNE_45885,13,12,0,610.06,47,0,0,12.98,-1
2_ASHBORNE_46021,6,24,0,1044.38,158,69.95,5,6.61,18
2_ASHBORNE_46023,11,17,0,1366.56,208,153.89,11,6.57,6
2_ASHBORNE_46060,11,13,0,806.55,95,41.97,3,8.49,2
2_ASHBORNE_46093,14,17,0,535.46,82,10.99,1,6.53,3
2_ASHBORNE_46098,12,21,0,1193.94,198,104.91,9,6.03,9
2_ASHBORNE_4620,0,6,1,257.04,12,0,0,21.42,6
2_ASHBORNE_46202,71,37,0,3363.8,556,23.94,2,6.05,-34
2_ASHBORNE_4624,8,20,0,893.26,59,0,0,15.14,12
2_ASHBORNE_4625,5,7,1,671.94,6,149.99,1,111.99,2
2_ASHBORNE_4626,2,8,1,1600.17,143,48.98,2,11.19,6
2_ASHBORNE_46298,21,17,0,660.96,81,119.9,10,8.16,-4
2_ASHBORNE_463,3,3,1,591.12,24,101.97,3,24.63,0
2_ASHBORNE_4634,11,8,1,340.8,40,38.97,3,8.52,-3
2_ASHBORNE_46379,11,28,0,3267.72,348,214.88,12,9.39,17
2_ASHBORNE_46380,59,41,0,325.08,36,33.98,2,9.03,-18
2_ASHBORNE_46381,7,16,0,977.98,107,53.97,3,9.14,9
2_ASHBORNE_46424,19,13,0,377.34,57,79.92,8,6.62,-6
2_ASHBORNE_46447,8,13,0,1003.68,164,165.86,14,6.12,5
2_ASHBORNE_46458,7,9,1,370.08,48,135.83,9,7.71,2
2_ASHBORNE_46476,11,24,0,957.71,139,89.91,9,6.89,13
2_ASHBORNE_4652,2,4,1,711.06,6,0,0,118.51,2
2_ASHBORNE_46568,8,8,1,639.18,106,13.99,1,6.03,0
2_ASHBORNE_4662,19,9,1,353.74,23,39.98,2,15.38,-10
2_ASHBORNE_46621,8,8,1,448.92,29,24.99,1,15.48,0
2_ASHBORNE_4664,9,15,0,1666.2,60,0,0,27.77,6
2_ASHBORNE_4670,12,3,1,172.2,60,5.99,1,2.87,-9
2_ASHBORNE_4673,9,22,0,7372.28,158,839.88,12,46.66,13
2_ASHBORNE_46734,0,11,0,930.24,136,0,0,6.84,11
2_ASHBORNE_46764,9,12,0,394.08,48,131.89,11,8.21,3
2_ASHBORNE_4677,6,4,1,415.32,12,93.98,2,34.61,-2
2_ASHBORNE_4678,6,24,0,3154.64,188,114.95,5,16.78,18
2_ASHBORNE_46783,7,9,1,608.44,106,89.91,9,5.74,2
2_ASHBORNE_4679,20,21,0,1432.58,166,203.83,17,8.63,1
2_ASHBORNE_4682,9,11,0,1292.16,48,139.96,4,26.92,2
2_ASHBORNE_4683,24,75,0,426.24,144,0,0,2.96,51
2_ASHBORNE_46830,12,11,0,537.81,91,39.96,4,5.91,-1
2_ASHBORNE_4686,8,7,1,1031.04,24,109.98,2,42.96,-1
2_ASHBORNE_4687,0,9,1,421.2,24,0,0,17.55,9
2_ASHBORNE_4689,13,13,0,1599.84,48,0,0,33.33,0
2_ASHBORNE_4692,0,11,0,295.2,24,0,0,12.3,11
2_ASHBORNE_4701,3,5,1,608.64,48,17.99,1,12.68,2
2_ASHBORNE_4702,10,6,1,982.94,59,25.99,1,16.66,-4
2_ASHBORNE_47090,13,10,1,373.92,24,71.97,3,15.58,-3
2_ASHBORNE_4722,12,12,0,4470.97,161,40.99,1,27.77,0
2_ASHBORNE_4724,54,22,0,,,66.97,3,,-32
2_ASHBORNE_4732,8,11,0,1255.68,18,94.99,1,69.76,3
2_ASHBORNE_4734,29,11,0,1963.5,165,148.91,9,11.9,-18
2_ASHBORNE_4737,18,14,0,1811.39,229,166.87,13,7.91,-4
2_ASHBORNE_4762,4,12,0,633.78,126,69.9,10,5.03,8
2_ASHBORNE_4764,11,8,1,1569.86,106,79.96,4,14.81,-3
2_ASHBORNE_4767,7,7,1,1079.68,56,86.97,3,19.28,0
2_ASHBORNE_4772,0,24,0,443.16,36,0,0,12.31,24
2_ASHBORNE_4779,4,5,1,906.78,42,89.97,3,21.59,1
2_ASHBORNE_4783,20,14,0,1358.64,153,255.79,21,8.88,-6
2_ASHBORNE_4785,0,10,1,647.4,12,0,0,53.95,10
2_ASHBORNE_4787,16,6,1,1382.76,92,206.91,9,15.03,-10
2_ASHBORNE_4796,6,9,1,800.15,65,118.93,7,12.31,3
2_ASHBORNE_4798,123,99,0,737.66,479,111.44,56,1.54,-24
2_ASHBORNE_4804,9,8,1,874.08,72,101.94,6,12.14,-1
2_ASHBORNE_4806,20,19,0,5128.98,438,449.7,30,11.71,-1
2_ASHBORNE_4817,11,8,1,374.4,48,15.99,1,7.8,-3
2_ASHBORNE_4818,21,8,1,90.12,12,0,0,7.51,-13
2_ASHBORNE_482,11,24,0,6268.92,439,369.83,17,14.28,13
2_ASHBORNE_4829,38,23,0,2953.72,308,301.75,25,9.59,-15
2_ASHBORNE_4858,0,60,0,170.4,240,0,0,0.71,60
2_ASHBORNE_4876,0,6,1,274.39,23,0,0,11.93,6
2_ASHBORNE_4878,14,11,0,236.16,48,26.96,4,4.92,-3
2_ASHBORNE_4882,10,13,0,220.9,47,6.49,1,4.7,3
2_ASHBORNE_4884,0,6,1,186,12,0,0,15.5,6
2_ASHBORNE_4886,0,4,1,99.96,6,0,0,16.66,4
2_ASHBORNE_4890,0,83,0,176.86,239,0,0,0.74,83
2_ASHBORNE_4896,23,28,0,1433.1,102,19.99,1,14.05,5
2_ASHBORNE_4897,34,5,1,,,13.47,3,,-29
2_ASHBORNE_4898,5,6,1,1223.44,41,39.99,1,29.84,1
2_ASHBORNE_4904,0,13,0,369.12,24,0,0,15.38,13
2_ASHBORNE_4916,26,26,0,1377.25,175,139.86,14,7.87,0
2_ASHBORNE_4932,12,8,1,738,164,89.85,15,4.5,-4
2_ASHBORNE_4938,5,62,0,842.4,120,62.93,7,7.02,57
2_ASHBORNE_4939,19,15,0,2086.2,180,283.84,16,11.59,-4
2_ASHBORNE_4942,0,8,1,549.36,36,0,0,15.26,8
2_ASHBORNE_4945,8,17,0,1075.68,144,113.88,12,7.47,9
2_ASHBORNE_4959,130,87,0,85.2,120,27.72,28,0.71,-43
2_ASHBORNE_497,17,14,0,3616.2,246,99.95,5,14.7,-3
2_ASHBORNE_4979,13,41,0,2742.72,48,79.99,1,57.14,28
2_ASHBORNE_4989,0,5,1,1732.64,104,114.95,5,16.66,5
2_ASHBORNE_5003,0,5,1,277.68,356,0,0,0.78,5
2_ASHBORNE_5018,0,55,0,182.4,240,0,0,0.76,55
2_ASHBORNE_5027,11,7,1,172.73,23,15.99,1,7.51,-4
2_ASHBORNE_5031,13,13,0,913.38,78,48.97,3,11.71,0
2_ASHBORNE_5033,0,10,1,1478.58,114,0,0,12.97,10
2_ASHBORNE_5042,8,13,0,1890.36,177,181.87,13,10.68,5
2_ASHBORNE_5054,116,66,0,,,15.92,8,,-50
2_ASHBORNE_5058,10,10,1,978.26,82,35.98,2,11.93,0
2_ASHBORNE_5060,36,44,0,991.1,106,83.94,6,9.35,8
2_ASHBORNE_5070,23,5,1,107.1,6,26.99,1,17.85,-18
2_ASHBORNE_5075,6,0,1,360.72,24,39.98,2,15.03,-6
2_ASHBORNE_5076,6,10,1,1012.32,36,239.94,6,28.12,4
2_ASHBORNE_508,27,33,0,3351.11,343,545.58,42,9.77,6
2_ASHBORNE_5087,3,16,0,448.8,48,27.98,2,9.35,13
2_ASHBORNE_5090,10,4,1,603.57,59,119.92,8,10.23,-6
2_ASHBORNE_5096,14,10,1,1302.37,163,49.95,5,7.99,-4
2_ASHBORNE_5101,32,49,0,1246.8,120,151.89,11,10.39,17
2_ASHBORNE_5102,0,6,1,884.12,46,0,0,19.22,6
2_ASHBORNE_5103,40,33,0,13317.78,777,960.66,34,17.14,-7
2_ASHBORNE_5105,5,2,1,1940.11,131,123.95,5,14.81,-3
2_ASHBORNE_5107,10,3,1,476.58,47,109.93,7,10.14,-7
2_ASHBORNE_5109,1,9,1,1781.04,181,139.9,10,9.84,8
2_ASHBORNE_5111,60,79,0,583.2,810,46.53,47,0.72,19
2_ASHBORNE_5124,10,14,0,4122.4,80,291.96,4,51.53,4
2_ASHBORNE_5125,10,6,1,1025.12,172,178.8,20,5.96,-4
2_ASHBORNE_5128,15,7,1,538.8,60,13.49,1,8.98,-8
2_ASHBORNE_513,8,8,1,552.24,24,28.99,1,23.01,0
2_ASHBORNE_5130,5,6,1,223.89,17,0,0,13.17,1
2_ASHBORNE_5133,0,6,1,428.4,60,0,0,7.14,6
2_ASHBORNE_5134,47,45,0,488.33,47,111.92,8,10.39,-2
2_ASHBORNE_5137,0,14,0,528.8,80,0,0,6.61,14
2_ASHBORNE_5138,63,186,0,11111.1,1001,1454.96,104,11.1,123
2_ASHBORNE_5142,18,8,1,1047,60,183.92,8,17.45,-10
2_ASHBORNE_5146,6,8,1,665.99,47,59.97,3,14.17,2
2_ASHBORNE_5147,6,5,1,575.84,61,26.98,2,9.44,-1
2_ASHBORNE_5148,4,2,1,1048.58,74,24.99,1,14.17,-2
2_ASHBORNE_5149,4,1,1,486.99,21,139.96,4,23.19,-3
2_ASHBORNE_515,3,6,1,1065.12,42,39.99,1,25.36,3
2_ASHBORNE_5152,0,4,1,217.2,12,0,0,18.1,4
2_ASHBORNE_5153,17,13,0,3246.84,311,207.87,13,10.44,-4
2_ASHBORNE_5160,0,2,1,286.56,36,32.97,3,7.96,2
2_ASHBORNE_5165,4,2,1,639.84,48,53.97,3,13.33,-2
2_ASHBORNE_5168,12,11,0,177.58,13,20.99,1,13.66,-1
2_ASHBORNE_5170,45,44,0,1058.94,106,83.94,6,9.99,-1
2_ASHBORNE_5171,0,21,0,219.6,120,0,0,1.83,21
2_ASHBORNE_5185,23,4,1,175.32,12,114.94,6,14.61,-19
2_ASHBORNE_5191,38,29,0,3893.63,491,319.68,32,7.93,-9
2_ASHBORNE_5192,12,0,1,176.28,13,60.97,3,13.56,-12
2_ASHBORNE_5195,11,6,1,113.28,24,0,0,4.72,-5
2_ASHBORNE_5196,0,2,1,355.5,6,0,0,59.25,2
2_ASHBORNE_5197,8,8,1,816.5,142,47.94,6,5.75,0
2_ASHBORNE_5202,50,16,0,10.31,1,13.99,1,10.31,-34
2_ASHBORNE_5205,0,4,1,383.88,12,0,0,31.99,4
2_ASHBORNE_5212,5,3,1,845.9,55,0,0,15.38,-2
2_ASHBORNE_5215,3,7,1,395.22,42,38.97,3,9.41,4
